tower_hidden_layers,fusion_hidden_layers,learning_rate,batch_size,trial,train_loss,val_loss,val_mae,val_r2,test_mae,test_r2
"(512, 256)","(256, 128, 64)",0.0001,64,0,0.08020707219839096,0.801877498626709,0.6667499828381086,0.4966468185609828,0.6785806904841152,0.48208580353666
"(512, 256)","(256, 128, 64)",0.0001,64,1,0.07503565400838852,0.8258730173110962,0.6727324400512293,0.4849621583875632,0.6762174286857955,0.48699051807494953
"(512, 256)","(256, 128, 64)",0.0001,64,2,0.08634421229362488,0.8413534164428711,0.6844857258513475,0.4755091678034695,0.6823288101209909,0.4827270519559842
"(512, 256, 128)","(128, 64)",0.001,32,0,0.2643238604068756,0.953288197517395,0.692918261965746,0.4541561245077944,0.7086351432854329,0.44219619167416313
"(512, 256, 128)","(128, 64)",0.001,32,1,0.2602755129337311,0.9227709770202637,0.6896303503003348,0.46523979806966054,0.7098157550743183,0.445007715276588
"(512, 256, 128)","(128, 64)",0.001,32,2,0.1538989394903183,1.1031763553619385,0.7044420171078364,0.44482732926058466,0.7054619738096317,0.44395250296675837
"(512, 256, 128)","(128, 64)",0.001,64,0,0.14723631739616394,1.3592051267623901,0.7130402829726732,0.43200778844308474,0.7145989792230371,0.43894959476413775
"(512, 256, 128)","(128, 64)",0.001,64,1,0.14456744492053986,0.8834691643714905,0.695873428391126,0.4637651263298288,0.7183169525160329,0.43556975146222154
"(512, 256, 128)","(128, 64)",0.001,64,2,0.1405145674943924,1.0206284523010254,0.6956915280573216,0.4593749536560764,0.699814040946569,0.46629419003435235
"(512, 256, 128)","(128, 64)",0.0001,32,0,0.24432073533535004,0.8615681529045105,0.700535983268563,0.4455515215081124,0.7152618184155638,0.4373769954145542
"(512, 256, 128)","(128, 64)",0.0001,32,1,0.25434327125549316,0.8460016250610352,0.6995270482695524,0.4520186938685623,0.7284405180927893,0.41917067535265984
"(512, 256, 128)","(128, 64)",0.0001,32,2,0.23497706651687622,0.8405455946922302,0.6976126091630556,0.4553209316405774,0.7233675657070394,0.4261663481643797
"(512, 256, 128)","(128, 64)",0.0001,64,0,0.253519743680954,0.864320695400238,0.71540016822156,0.43501417089950933,0.7156893909508633,0.43319061591509034
"(512, 256, 128)","(128, 64)",0.0001,64,1,0.24553748965263367,0.849584698677063,0.7030514245156062,0.4445548200493932,0.7159498336312896,0.4362319832978784
"(512, 256, 128)","(128, 64)",0.0001,64,2,0.2835944592952728,0.8861742615699768,0.7166933109686974,0.41960817123660576,0.7243201701275672,0.4283853679438331
"(512, 256, 128)","(256, 128)",0.001,32,0,0.17831948399543762,0.8569507598876953,0.6803604371284541,0.4774159302837625,0.6978168893427581,0.4610338773351379
"(512, 256, 128)","(256, 128)",0.001,32,1,0.1711754947900772,0.8431967496871948,0.696903009576007,0.44954065773346585,0.6986570206065021,0.4592557186145537
"(512, 256, 128)","(256, 128)",0.001,32,2,0.17527155578136444,0.9628933072090149,0.7079032019568358,0.43979496280765185,0.7061735319619665,0.4551530774466557
"(512, 256, 128)","(256, 128)",0.001,64,0,0.07279084622859955,0.9155624508857727,0.6578697515640274,0.5096614548221053,0.686670260410513,0.47326912105597263
"(512, 256, 128)","(256, 128)",0.001,64,1,0.06980752944946289,0.9602403044700623,0.6565328156480779,0.5049191008428566,0.6810293001052874,0.4838599973810074
"(512, 256, 128)","(256, 128)",0.001,64,2,0.08757779002189636,0.8415449857711792,0.6760522146070899,0.46370072588342326,0.6934058915896303,0.4504602010219968
"(512, 256, 128)","(256, 128)",0.0001,32,0,0.11657468229532242,0.8647645711898804,0.6956332919022552,0.45223712921396153,0.7076851128172554,0.4514165736353595
"(512, 256, 128)","(256, 128)",0.0001,32,1,0.1043478474020958,0.8420505523681641,0.6874554914084927,0.4567861499149295,0.7005675267545577,0.45594334889176324
"(512, 256, 128)","(256, 128)",0.0001,32,2,0.1474672555923462,0.8624323010444641,0.6964236808224545,0.45535343774447423,0.6833368922680463,0.4858926469713173
"(512, 256, 128)","(256, 128)",0.0001,64,0,0.1396246701478958,0.8259803056716919,0.6861824398824795,0.46248381669876415,0.6910657911952094,0.47244417375416936
"(512, 256, 128)","(256, 128)",0.0001,64,1,0.16119883954524994,0.8394850492477417,0.7017458671490612,0.4542319593550366,0.7127603068494289,0.4445466589302107
"(512, 256, 128)","(256, 128)",0.0001,64,2,0.14464068412780762,0.8025221228599548,0.6830510788954727,0.4765167545549588,0.7046275554458359,0.46261101911201274
"(512, 256, 128)","(256, 128, 64)",0.001,32,0,0.15116733312606812,0.8709877729415894,0.6937377115258025,0.4664799729975857,0.6854172019881196,0.47946951927211723
"(512, 256, 128)","(256, 128, 64)",0.001,32,1,0.1366126537322998,0.899406909942627,0.683688693197453,0.4605451423562018,0.681992613123935,0.4665283877860664
"(512, 256, 128)","(256, 128, 64)",0.001,32,2,0.2399517446756363,0.8721480369567871,0.7000745126221244,0.4572039492000213,0.7009794643290507,0.4601442390704933
"(512, 256, 128)","(256, 128, 64)",0.001,64,0,0.11689101159572601,0.8631781935691833,0.6845576369694278,0.46957635720908597,0.6914792620142118,0.4666312488973292
"(512, 256, 128)","(256, 128, 64)",0.001,64,1,0.18237435817718506,0.8780044317245483,0.6914821706263032,0.45605621987780554,0.68746516467142,0.48039418170619164
"(512, 256, 128)","(256, 128, 64)",0.001,64,2,0.1052323505282402,0.8709676265716553,0.6732801235385073,0.48438069927594796,0.6782465543699174,0.4868691587167955
"(512, 256, 128)","(256, 128, 64)",0.0001,32,0,0.11685824394226074,0.9038856625556946,0.7037412792817225,0.4372144575836451,0.7066814086739551,0.4490976041123549
"(512, 256, 128)","(256, 128, 64)",0.0001,32,1,0.08475697040557861,0.8504797220230103,0.6786078180768218,0.47254804423851327,0.7045273187925885,0.4341042700261035
"(512, 256, 128)","(256, 128, 64)",0.0001,32,2,0.11615271866321564,0.9412919282913208,0.7263931487271308,0.41515497833084936,0.7194775353614254,0.4281002425386854
"(512, 256, 128)","(256, 128, 64)",0.0001,64,0,0.1286657154560089,0.8835980892181396,0.7003147091175198,0.43919980463373076,0.72693143641636,0.39102640183097215
"(512, 256, 128)","(256, 128, 64)",0.0001,64,1,0.13379144668579102,0.8685824275016785,0.6928082232841479,0.4530944596730767,0.707085744922948,0.45743566461089846
"(512, 256, 128)","(256, 128, 64)",0.0001,64,2,0.13228270411491394,0.8312095403671265,0.6798551984564174,0.4735354936827618,0.694854877672458,0.4614912710799507
