tower_hidden_layers,fusion_hidden_layers,learning_rate,batch_size,trial,train_loss,val_loss,val_mae,val_r2,test_mae,test_r2
"(512, 256, 128)","(128, 64)",0.0001,32,0,0.3329099416732788,1.3484352827072144,0.8412107339447398,0.41176561312808635,0.8285173877761006,0.42687606557416924
"(512, 256, 128)","(128, 64)",0.0001,32,1,0.3085685670375824,1.3226362466812134,0.8319057906625084,0.42207977813133846,0.7973688828035385,0.4556607007652922
"(512, 256, 128)","(128, 64)",0.0001,32,2,0.31821921467781067,1.2792524099349976,0.819789950867649,0.44008459853171655,0.7968072395683519,0.463325829392782
"(512, 256, 128)","(128, 64)",0.0001,64,0,0.35068365931510925,1.276245355606079,0.8277420061136747,0.4390909848825678,0.8034144966821699,0.4607289470872262
"(512, 256, 128)","(128, 64)",0.0001,64,1,0.3242221474647522,1.3364801406860352,0.8279954249801603,0.4125166464844522,0.8167228865594325,0.4394372072844529
"(512, 256, 128)","(128, 64)",0.0001,64,2,0.3935909569263458,1.3657032251358032,0.8431380188867247,0.39998342059098924,0.8099389924767547,0.4598641003032766
"(512, 256, 128)","(256, 128)",0.001,32,0,0.26964864134788513,1.2772963047027588,0.7829954499379487,0.45535358808034454,0.7829469669540431,0.4616110356297485
"(512, 256, 128)","(256, 128)",0.001,32,1,0.42185407876968384,1.338058352470398,0.8334939530806375,0.4368185571395461,0.8130104942836359,0.46107739085748944
"(512, 256, 128)","(256, 128)",0.001,32,2,0.22045569121837616,1.2665328979492188,0.7954064020831824,0.4511018340477182,0.7989147990597057,0.4511911059158351
"(512, 256, 128)","(256, 128)",0.001,64,0,0.3162021338939667,1.416900634765625,0.8259450998134666,0.43138185617080127,0.8334304024819792,0.43024660217177946
"(512, 256, 128)","(256, 128)",0.001,64,1,0.3671618103981018,1.388517141342163,0.8604691938026202,0.4155880670422315,0.847954317778692,0.4436354180647224
"(512, 256, 128)","(256, 128)",0.001,64,2,0.2490367442369461,1.3017075061798096,0.8062627671054953,0.44410614975824225,0.8056350121677782,0.45993215561250655
"(512, 256, 128)","(256, 128)",0.0001,32,0,0.23037691414356232,1.2734224796295166,0.7935780934590777,0.4449047347654902,0.7810552321708129,0.4518510882873822
"(512, 256, 128)","(256, 128)",0.0001,32,1,0.2477298378944397,1.2952747344970703,0.8066643872103709,0.4392257591105516,0.7905945266508044,0.46742089321336955
"(512, 256, 128)","(256, 128)",0.0001,32,2,0.24044914543628693,1.3158987760543823,0.8164291995622928,0.42678006219051723,0.7961384858798206,0.4576824882943542
"(512, 256, 128)","(256, 128)",0.0001,64,0,0.2503856122493744,1.2323130369186401,0.7940891234372291,0.45932733945890214,0.792481607445465,0.45535770185868774
"(512, 256, 128)","(256, 128)",0.0001,64,1,0.260615736246109,1.2891336679458618,0.8148957260527262,0.4364019060449452,0.7948743574369366,0.4407364461813622
"(512, 256, 128)","(256, 128)",0.0001,64,2,0.30211493372917175,1.3361942768096924,0.8277918833971006,0.4175210998341511,0.7943040211955597,0.4553894402268388
"(512, 256, 128)","(256, 128, 64)",0.001,32,0,0.3885093331336975,1.3771250247955322,0.8527965328487127,0.39924893754180435,0.8235443258724073,0.4444055416328224
"(512, 256, 128)","(256, 128, 64)",0.001,32,1,0.31536048650741577,1.2692385911941528,0.803748142639224,0.4407263768769192,0.8048677484576262,0.43852588809627735
"(512, 256, 128)","(256, 128, 64)",0.001,32,2,0.24044479429721832,1.308655023574829,0.823600274637662,0.43932528658469416,0.7955327788685607,0.45084211983933986
"(512, 256, 128)","(256, 128, 64)",0.001,64,0,0.2982800006866455,1.2736780643463135,0.7895758146315585,0.45548366867753687,0.7799669998744486,0.4713190702488341
"(512, 256, 128)","(256, 128, 64)",0.001,64,1,0.21384356915950775,1.2445428371429443,0.7689011957433314,0.4695654371006335,0.7702342908107574,0.4727173197383131
"(512, 256, 128)","(256, 128, 64)",0.001,64,2,0.2268907129764557,1.3240914344787598,0.7662162816642862,0.47112029345818773,0.7606773280478387,0.4813274440290055
"(512, 256, 128)","(256, 128, 64)",0.0001,32,0,0.2587428092956543,1.2758848667144775,0.8107891745928718,0.44541876638757094,0.8006495656794759,0.4699558879748753
"(512, 256, 128)","(256, 128, 64)",0.0001,32,1,0.2524266541004181,1.343324899673462,0.8302024646528715,0.42439003592193536,0.8346951140592245,0.4429484539234285
"(512, 256, 128)","(256, 128, 64)",0.0001,32,2,0.20897582173347473,1.30840265750885,0.8082129543069092,0.43496045537136707,0.8030359348776278,0.4329501096593056
"(512, 256, 128)","(256, 128, 64)",0.0001,64,0,0.25687170028686523,1.2958635091781616,0.8167587123611683,0.43758056073095464,0.7876915893262526,0.4707056805995691
"(512, 256, 128)","(256, 128, 64)",0.0001,64,1,0.2899184226989746,1.2620656490325928,0.8184813716769304,0.4517979745645484,0.7992429497310128,0.4777559986278058
"(512, 256, 128)","(256, 128, 64)",0.0001,64,2,0.28286007046699524,1.3107165098190308,0.8153515155241072,0.4293332002758723,0.8084910874105551,0.4585409335024886
